#
# Results on Wed, 13 May 2026 07:40:17 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1778658017,753b05219dd5471a23adac8eebd06906,PennController,0,0,welcome,NULL,PennController,0,_Trial_,Start,1778657839313,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,0,0,welcome,NULL,PennController,0,_Trial_,End,1778657843135,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,2,0,demographics,NULL,PennController,2,_Trial_,Start,1778657843138,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,2,0,demographics,NULL,Selector,language,Selection,lang2,1778657853950,lang1;lang2;lang3;lang4;lang5;lang6
1778658017,753b05219dd5471a23adac8eebd06906,PennController,2,0,demographics,NULL,PennController,2,_Trial_,End,1778657855352,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,1,0,instructions,NULL,PennController,1,_Trial_,Start,1778657855353,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,1,0,instructions,NULL,PennController,1,_Trial_,End,1778657867634,NULL
# 13. filename.
# 14. step.
# 15. Comments.
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,PennController,7,_Trial_,Start,1778657867636,stim5.wav,5,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,Audio,stimulus,buffer,0,1778657872574,stim5.wav,5,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,Audio,stimulus,buffer,0,1778657875675,stim5.wav,5,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,Audio,stimulus,buffer,0,1778657878308,stim5.wav,5,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,Audio,stimulus,buffer,0,1778657881308,stim5.wav,5,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,Audio,stimulus,buffer,0,1778657884458,stim5.wav,5,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,Selector,choice,Selection,APA,1778657886799,stim5.wav,5,ABA;APA
1778658017,753b05219dd5471a23adac8eebd06906,PennController,7,0,experiment,NULL,PennController,7,_Trial_,End,1778657886801,stim5.wav,5,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,6,0,experiment,NULL,PennController,6,_Trial_,Start,1778657886802,stim4.wav,4,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,6,0,experiment,NULL,Audio,stimulus,buffer,0,1778657890907,stim4.wav,4,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,6,0,experiment,NULL,Selector,choice,Selection,APA,1778657893533,stim4.wav,4,ABA;APA
1778658017,753b05219dd5471a23adac8eebd06906,PennController,6,0,experiment,NULL,PennController,6,_Trial_,End,1778657893535,stim4.wav,4,NULL
1778658017,753b05219dd5471a23adac8eebd06906,PennController,3,0,experiment,NULL,PennController,3,_Trial_,Start,1778657893536,stim1.wav,1,NULL
